"material","LCstage","disposition","corporateSource","impactCategory","impactUnits","impliedMiles","impactFactor","gabiExportDate","wicImportDate"
"AcceptedOtherSteel","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,85.1456784448221,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1455.27758765974,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AcceptedOtherSteel","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2213.56285626739,2020-11-06,2020-11-27
"Aluminum","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,142.37132954045,2020-11-06,2020-11-27
"Aluminum","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"Aluminum","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-2267.13375595861,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Aluminum","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,4724.99868539807,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,210.115336473935,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,388.830162413435,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-578.46351251109,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"AsepticContainers","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1661.61910115662,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,873.145777093538,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,1190.25446519351,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,98.2075837260201,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"AsphaltRoofing","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,392.340594071568,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-220.321638659985,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,36.528352248347,2020-11-06,2020-11-27
"Cardboard","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,544.267099912664,2020-11-06,2020-11-27
"Cardboard","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-850.688629234127,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,40.9778347201369,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,40.9778347201369,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Cardboard","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1260.70972652433,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1603.92022464662,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,2238.13760084657,2020-11-06,2020-11-27
"Carpeting","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"Carpeting","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-963.52833961656,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Carpeting","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3684.3748940248,2020-11-06,2020-11-27
"Electronics","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,86.2233609985682,2020-11-06,2020-11-27
"Electronics","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-957.497405380451,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Electronics","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,31817.7778614344,2020-11-06,2020-11-27
"EPS","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1427.09196664436,2020-11-06,2020-11-27
"EPS","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"EPS","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1628.60831140693,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"EPS","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2660.69325739022,2020-11-06,2020-11-27
"FoodWaste","endOfLife","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,174.68017690282,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-2.45691005262466,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,64.3998699061729,2020-11-06,2020-11-27
"FoodWaste","endOfLife","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,-70.3875072638977,2020-11-06,2020-11-27
"FoodWaste","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,343.677127980395,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"FoodWaste","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1769.09577280166,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,156.998812285806,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,423.285066224326,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-647.431096414033,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"FreezerBoxes","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1370.90624311143,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,181.267437880859,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,415.510219266077,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-631.842423772955,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"GableTopCartons","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1420.30874839048,2020-11-06,2020-11-27
"Glass","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,142.37132954045,2020-11-06,2020-11-27
"Glass","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"Glass","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-122.513323784502,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingPozzolan","IPCC AR5","GWP 100","kg CO2 eq.",180,-729.860211827649,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingToFiberglass","IPCC AR5","GWP 100","kg CO2 eq.",180,-79.3849410399813,2020-11-06,2020-11-27
"Glass","endOfLife","useAsAggregate","IPCC AR5","GWP 100","kg CO2 eq.",180,17.3736033486042,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingPozzolan","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingToFiberglass","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","useAsAggregate","IPCC AR5","GWP 100","kg CO2 eq.",20,69.0694589956022,2020-11-06,2020-11-27
"Glass","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1021.24052692808,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,142.37132954045,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-135.971911124367,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"GypsumWallboard","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,246.75796556145,2020-11-06,2020-11-27
"HDPE","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1355.68641148882,2020-11-06,2020-11-27
"HDPE","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"HDPE","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1295.97142493638,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"HDPE","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3101.91353511188,2020-11-06,2020-11-27
"LDPE","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1355.68641148882,2020-11-06,2020-11-27
"LDPE","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"LDPE","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1564.32034491037,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"LDPE","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2874.25237552261,2020-11-06,2020-11-27
"Newsprint","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-220.274511861475,2020-11-06,2020-11-27
"Newsprint","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,544.150681179993,2020-11-06,2020-11-27
"Newsprint","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-889.949866994049,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Newsprint","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2507.8047911565,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,261.28091981783,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,460.287353650794,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,366.877976113157,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Nonrecyclables","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3309.45432525023,2020-11-06,2020-11-27
"Other","endOfLife","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,174.68017690282,2020-11-06,2020-11-27
"Other","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,604.391956585361,2020-11-06,2020-11-27
"Other","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,700.997957759938,2020-11-06,2020-11-27
"Other","endOfLife","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,-70.3875072638977,2020-11-06,2020-11-27
"Other","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,239.175259235119,2020-11-06,2020-11-27
"Other","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1242.80818365792,2020-11-06,2020-11-27
"Other","endOfLife","recyclingPozzolan","IPCC AR5","GWP 100","kg CO2 eq.",180,-729.860211827649,2020-11-06,2020-11-27
"Other","endOfLife","recyclingToFiberglass","IPCC AR5","GWP 100","kg CO2 eq.",180,-79.3849410399813,2020-11-06,2020-11-27
"Other","endOfLife","useAsAggregate","IPCC AR5","GWP 100","kg CO2 eq.",180,17.3736033486042,2020-11-06,2020-11-27
"Other","endOfLifeTransport","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0142014270862,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0153904173747,2020-11-06,2020-11-27
"Other","endOfLifeTransport","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Other","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0162871199209,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0165596672872,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingPozzolan","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingToFiberglass","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Other","endOfLifeTransport","useAsAggregate","IPCC AR5","GWP 100","kg CO2 eq.",20,69.0694589956022,2020-11-06,2020-11-27
"Other","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3416.21091638733,2020-11-06,2020-11-27
"Paperboard","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-220.274511861475,2020-11-06,2020-11-27
"Paperboard","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,544.150681179993,2020-11-06,2020-11-27
"Paperboard","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-889.949866994049,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"Paperboard","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,888.166699079001,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-220.321638659985,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,36.528352248347,2020-11-06,2020-11-27
"PaperFiber","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,544.267099912664,2020-11-06,2020-11-27
"PaperFiber","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-961.950525566412,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PaperFiber","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2066.05578437065,2020-11-06,2020-11-27
"PET","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1345.2112273573,2020-11-06,2020-11-27
"PET","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"PET","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-2148.74993809689,2020-11-06,2020-11-27
"PET","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PET","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PET","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PET","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,4165.43156956968,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1603.92022464662,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,2238.13760084657,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1564.29656736586,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticFilm","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2873.66623632335,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1603.92022464662,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,2238.13760084657,2020-11-06,2020-11-27
"PlasticOther","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"PlasticOther","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-2473.61292829688,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PlasticOther","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3507.6220536244,2020-11-06,2020-11-27
"PP","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,991.196756001478,2020-11-06,2020-11-27
"PP","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"PP","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1376.33248456747,2020-11-06,2020-11-27
"PP","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PP","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PP","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PP","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3262.90576107524,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-220.274511861475,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,544.150681179993,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-889.949866994049,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
