"material","LCstage","disposition","corporateSource","impactCategory","impactUnits","impliedMiles","impactFactor","gabiExportDate","wicImportDate"
"AsepticContainers","endOfLife","recycling",NA,"Energy demand","MJ",180,-19546.419958334,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"AsepticContainers","production","production",NA,"Energy demand","MJ",180,49755.4863535805,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustion",NA,"Energy demand","MJ",180,-4930.13441972335,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1808.84810667993,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","recycling",NA,"Energy demand","MJ",180,-14932.9311085596,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"AsphaltRoofing","production","production",NA,"Energy demand","MJ",180,13008.836698538,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustion",NA,"Energy demand","MJ",180,-4968.67695260073,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,584.362951127234,2020-11-06,2020-11-27
"Cardboard","endOfLife","landfilling",NA,"Energy demand","MJ",180,83.6724307567726,2020-11-06,2020-11-27
"Cardboard","endOfLife","recycling",NA,"Energy demand","MJ",180,-31445.246031271,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,602.867200112998,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,602.867200112998,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Cardboard","production","production",NA,"Energy demand","MJ",180,40533.5596713256,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustion",NA,"Energy demand","MJ",180,-12274.614055386,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1203.35099742057,2020-11-06,2020-11-27
"Carpeting","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"Carpeting","endOfLife","recycling",NA,"Energy demand","MJ",180,-19781.9042548133,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Carpeting","production","production",NA,"Energy demand","MJ",180,84159.7463971176,2020-11-06,2020-11-27
"Electronics","endOfLife","landfilling",NA,"Energy demand","MJ",180,832.876304702212,2020-11-06,2020-11-27
"Electronics","endOfLife","recycling",NA,"Energy demand","MJ",180,-13573.237044072,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Electronics","production","production",NA,"Energy demand","MJ",180,468130.371263122,2020-11-06,2020-11-27
"EPS","endOfLife","combustion",NA,"Energy demand","MJ",180,-29358.1423054622,2020-11-06,2020-11-27
"EPS","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"EPS","endOfLife","recycling",NA,"Energy demand","MJ",180,-55975.2905172963,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"EPS","production","production",NA,"Energy demand","MJ",180,81329.8960379225,2020-11-06,2020-11-27
"FoodWaste","endOfLife","anaerobicDigestion",NA,"Energy demand","MJ",180,-5592.49067097309,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustion",NA,"Energy demand","MJ",180,-574.113923301676,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,934.069187664004,2020-11-06,2020-11-27
"FoodWaste","endOfLife","composting",NA,"Energy demand","MJ",180,-543.11278049383,2020-11-06,2020-11-27
"FoodWaste","endOfLife","landfilling",NA,"Energy demand","MJ",180,319.65400412599,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","composting",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"FoodWaste","production","production",NA,"Energy demand","MJ",180,39043.8618319711,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","combustion",NA,"Energy demand","MJ",180,-10594.1709691244,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","landfilling",NA,"Energy demand","MJ",180,220.731475734637,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","recycling",NA,"Energy demand","MJ",180,-21654.3352396896,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"FreezerBoxes","production","production",NA,"Energy demand","MJ",180,45480.5742795155,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","combustion",NA,"Energy demand","MJ",180,-10956.1069768666,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","landfilling",NA,"Energy demand","MJ",180,229.549138639981,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","recycling",NA,"Energy demand","MJ",180,-21177.7638379358,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"GableTopCartons","production","production",NA,"Energy demand","MJ",180,46655.2328477865,2020-11-06,2020-11-27
"Glass","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,2414.3452159393,2020-11-06,2020-11-27
"Glass","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"Glass","endOfLife","recycling",NA,"Energy demand","MJ",180,-1813.85228906314,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingPozzolan",NA,"Energy demand","MJ",180,-3006.44923223069,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingToFiberglass",NA,"Energy demand","MJ",180,-1257.58997658149,2020-11-06,2020-11-27
"Glass","endOfLife","useAsAggregate",NA,"Energy demand","MJ",180,-149.707217390131,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingPozzolan",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingToFiberglass",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","useAsAggregate",NA,"Energy demand","MJ",20,1017.09464430783,2020-11-06,2020-11-27
"Glass","production","production",NA,"Energy demand","MJ",180,15440.203876024,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,2414.3452159393,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","recycling",NA,"Energy demand","MJ",180,-2670.92427437569,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"GypsumWallboard","production","production",NA,"Energy demand","MJ",180,4396.52712752568,2020-11-06,2020-11-27
"HDPE","endOfLife","combustion",NA,"Energy demand","MJ",180,-28472.8535532221,2020-11-06,2020-11-27
"HDPE","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"HDPE","endOfLife","recycling",NA,"Energy demand","MJ",180,-53275.6717316313,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"HDPE","production","production",NA,"Energy demand","MJ",180,90935.633100776,2020-11-06,2020-11-27
"LDPE","endOfLife","combustion",NA,"Energy demand","MJ",180,-28472.8535532221,2020-11-06,2020-11-27
"LDPE","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"LDPE","endOfLife","recycling",NA,"Energy demand","MJ",180,-58375.1544094075,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"LDPE","production","production",NA,"Energy demand","MJ",180,86069.42987046,2020-11-06,2020-11-27
"Newsprint","endOfLife","combustion",NA,"Energy demand","MJ",180,-4967.61415260057,2020-11-06,2020-11-27
"Newsprint","endOfLife","landfilling",NA,"Energy demand","MJ",180,83.6545332238337,2020-11-06,2020-11-27
"Newsprint","endOfLife","recycling",NA,"Energy demand","MJ",180,-29069.070924265,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Newsprint","production","production",NA,"Energy demand","MJ",180,62592.6878550622,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustion",NA,"Energy demand","MJ",180,-3692.20000348958,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,661.036720222863,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","landfilling",NA,"Energy demand","MJ",180,345.972461124483,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Nonrecyclables","production","production",NA,"Energy demand","MJ",180,70584.6550255626,2020-11-06,2020-11-27
"Other","endOfLife","anaerobicDigestion",NA,"Energy demand","MJ",180,-5592.49067097309,2020-11-06,2020-11-27
"Other","endOfLife","combustion",NA,"Energy demand","MJ",180,-12300.3923209883,2020-11-06,2020-11-27
"Other","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1364.39032608163,2020-11-06,2020-11-27
"Other","endOfLife","composting",NA,"Energy demand","MJ",180,-543.11278049383,2020-11-06,2020-11-27
"Other","endOfLife","landfilling",NA,"Energy demand","MJ",180,442.776725100743,2020-11-06,2020-11-27
"Other","endOfLife","recycling",NA,"Energy demand","MJ",180,-35023.8424161316,2020-11-06,2020-11-27
"Other","endOfLife","recyclingPozzolan",NA,"Energy demand","MJ",180,-3006.44923223069,2020-11-06,2020-11-27
"Other","endOfLife","recyclingToFiberglass",NA,"Energy demand","MJ",180,-1257.58997658149,2020-11-06,2020-11-27
"Other","endOfLife","useAsAggregate",NA,"Energy demand","MJ",180,-149.707217390131,2020-11-06,2020-11-27
"Other","endOfLifeTransport","anaerobicDigestion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.402286410149,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.419777834459,2020-11-06,2020-11-27
"Other","endOfLifeTransport","composting",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Other","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.43297371829,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.436983444163,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingPozzolan",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingToFiberglass",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Other","endOfLifeTransport","useAsAggregate",NA,"Energy demand","MJ",20,1017.09464430783,2020-11-06,2020-11-27
"Other","production","production",NA,"Energy demand","MJ",180,72861.5793812259,2020-11-06,2020-11-27
"Paperboard","endOfLife","combustion",NA,"Energy demand","MJ",180,-4967.61415260057,2020-11-06,2020-11-27
"Paperboard","endOfLife","landfilling",NA,"Energy demand","MJ",180,83.6545332238337,2020-11-06,2020-11-27
"Paperboard","endOfLife","recycling",NA,"Energy demand","MJ",180,-29069.070924265,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"Paperboard","production","production",NA,"Energy demand","MJ",180,32565.983241993,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustion",NA,"Energy demand","MJ",180,-4968.67695260073,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,584.362951127234,2020-11-06,2020-11-27
"PaperFiber","endOfLife","landfilling",NA,"Energy demand","MJ",180,83.6724307567726,2020-11-06,2020-11-27
"PaperFiber","endOfLife","recycling",NA,"Energy demand","MJ",180,-30129.636660449,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PaperFiber","production","production",NA,"Energy demand","MJ",180,52897.7583703243,2020-11-06,2020-11-27
"PET","endOfLife","combustion",NA,"Energy demand","MJ",180,-13865.6928934298,2020-11-06,2020-11-27
"PET","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"PET","endOfLife","recycling",NA,"Energy demand","MJ",180,-60243.5628886975,2020-11-06,2020-11-27
"PET","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PET","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PET","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PET","production","production",NA,"Energy demand","MJ",180,100073.00004987,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustion",NA,"Energy demand","MJ",180,-12274.614055386,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1203.35099742057,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","recycling",NA,"Energy demand","MJ",180,-58374.8049428512,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticFilm","production","production",NA,"Energy demand","MJ",180,86051.8779438671,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustion",NA,"Energy demand","MJ",180,-12274.614055386,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1203.35099742057,2020-11-06,2020-11-27
"PlasticOther","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"PlasticOther","endOfLife","recycling",NA,"Energy demand","MJ",180,-72657.4208687357,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PlasticOther","production","production",NA,"Energy demand","MJ",180,94482.4583253957,2020-11-06,2020-11-27
"PP","endOfLife","combustion",NA,"Energy demand","MJ",180,-33283.0612865616,2020-11-06,2020-11-27
"PP","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"PP","endOfLife","recycling",NA,"Energy demand","MJ",180,-53583.0071068327,2020-11-06,2020-11-27
"PP","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PP","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PP","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PP","production","production",NA,"Energy demand","MJ",180,92497.9707656792,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","combustion",NA,"Energy demand","MJ",180,-4967.61415260057,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","landfilling",NA,"Energy demand","MJ",180,83.6545332238337,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","recycling",NA,"Energy demand","MJ",180,-29069.070924265,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"PrintingWritingPaper","production","production",NA,"Energy demand","MJ",180,45415.9938056886,2020-11-06,2020-11-27
"PS","endOfLife","combustion",NA,"Energy demand","MJ",180,-30179.1791762696,2020-11-06,2020-11-27
"PS","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"PS","endOfLife","recycling",NA,"Energy demand","MJ",180,-55975.6399838526,2020-11-06,2020-11-27
"PS","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PS","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PS","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"PS","production","production",NA,"Energy demand","MJ",180,94520.7714814648,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustion",NA,"Energy demand","MJ",180,-12274.614055386,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1203.35099742057,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","recycling",NA,"Energy demand","MJ",180,-72657.4208687357,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"RigidPlastic","production","production",NA,"Energy demand","MJ",180,94482.4583253957,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1832.55587599855,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","recycling",NA,"Energy demand","MJ",180,-17759.429066771,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"ScrapMetal","production","production",NA,"Energy demand","MJ",180,33704.6522850662,2020-11-06,2020-11-27
"Textiles","endOfLife","combustion",NA,"Energy demand","MJ",180,-7106.53354305851,2020-11-06,2020-11-27
"Textiles","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,785.959001100318,2020-11-06,2020-11-27
"Textiles","endOfLife","landfilling",NA,"Energy demand","MJ",180,81.0242748040028,2020-11-06,2020-11-27
"Textiles","endOfLife","recycling",NA,"Energy demand","MJ",180,-64778.336923347,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Textiles","production","production",NA,"Energy demand","MJ",180,183215.853198796,2020-11-06,2020-11-27
"TinnedCan","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,1606.30446602159,2020-11-06,2020-11-27
"TinnedCan","endOfLife","landfilling",NA,"Energy demand","MJ",180,656.292732961003,2020-11-06,2020-11-27
"TinnedCan","endOfLife","recycling",NA,"Energy demand","MJ",180,-11810.2765827243,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","recycling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"TinnedCan","production","production",NA,"Energy demand","MJ",180,30165.6193328379,2020-11-06,2020-11-27
"Wood","endOfLife","combustion",NA,"Energy demand","MJ",180,-5102.00688176498,2020-11-06,2020-11-27
"Wood","endOfLife","composting",NA,"Energy demand","MJ",180,-543.11278049383,2020-11-06,2020-11-27
"Wood","endOfLife","landfilling",NA,"Energy demand","MJ",180,-201.655113098515,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","composting",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","landfilling",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"Wood","production","production",NA,"Energy demand","MJ",180,22229.7270425065,2020-11-06,2020-11-27
"YardDebris","endOfLife","anaerobicDigestion",NA,"Energy demand","MJ",180,-5592.49067097309,2020-11-06,2020-11-27
"YardDebris","endOfLife","combustion",NA,"Energy demand","MJ",180,-3871.25966846862,2020-11-06,2020-11-27
"YardDebris","endOfLife","combustionNoER",NA,"Energy demand","MJ",180,734.392179924249,2020-11-06,2020-11-27
"YardDebris","endOfLife","composting",NA,"Energy demand","MJ",180,-543.11278049383,2020-11-06,2020-11-27
"YardDebris","endOfLife","landfilling",NA,"Energy demand","MJ",180,62.8333023530382,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","anaerobicDigestion",NA,"Energy demand","MJ",180,603.470449233187,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","combustion",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","combustionNoER",NA,"Energy demand","MJ",180,603.341366904096,2020-11-06,2020-11-27
